id,code,category,name,unidade_tributacao,descricao_unidade
01059900,01059900,ANIMAIS VIVOS,"01059900 - PATOS,GANSOS,PERUS,PERUAS,PINTADAS,VIVOS,DE PESO>185G",UN,Unidade
01061100,01061100,ANIMAIS VIVOS,01061100 - PRIMATAS,UN,Unidade
01061200,01061200,ANIMAIS VIVOS,"01061200 - BALEIAS, GOLFINHOS E BOTOS, PEIXES-BOI E DIGONGOS, OTÁRIAS E FOCAS, LEÕES-MARINHOS E MORSAS",UN,Unidade
01061300,01061300,ANIMAIS VIVOS,01061300 - CAMELOS E OUTROS CAMELÍDEOS,UN,Unidade
01061400,01061400,ANIMAIS VIVOS,01061400 - COELHOS E LEBRES,UN,Unidade
01061900,01061900,ANIMAIS VIVOS,01061900 - OUTROS ANIMAIS MAMÍFEROS,UN,Unidade
01062000,01062000,ANIMAIS VIVOS,01062000 - RÉPTEIS INCLUÍDAS AS SERPENTES E AS TARTARUGAS MARINHAS,UN,Unidade
01063100,01063100,ANIMAIS VIVOS,01063100 - AVES DE RAPINA,UN,Unidade
01063200,01063200,ANIMAIS VIVOS,"01063200 - PSITACIFORMES (INCLUÍDOS OS PAPAGAIOS, OS PERIQUITOS, AS ARARAS E AS CACATUAS)",UN,Unidade
01063310,01063310,ANIMAIS VIVOS,01063310 - AVESTRUZES PARA REPRODUÇÃO,UN,Unidade
01063390,01063390,ANIMAIS VIVOS,"01063390 - OUTROS AVESTRUZES, EMUS",UN,Unidade
01063900,01063900,ANIMAIS VIVOS,01063900 - OUTRAS AVES,UN,Unidade
01064100,01064100,ANIMAIS VIVOS,01064100 - ABELHAS,KG,Quilograma
01064900,01064900,ANIMAIS VIVOS,01064900 - OUTRO INSETOS,KG,Quilograma
01069000,01069000,ANIMAIS VIVOS,01069000 - OUTROS ANIMAIS VIVOS,UN,Unidade
02011000,02011000,"CARNES E MIUDEZAS, COMESTÍVEIS","02011000 - CARCACAS E MEIAS CARCACAS,DE BOVINO,FRESCAS OU REFRIGER",KG,Quilograma
02012010,02012010,"CARNES E MIUDEZAS, COMESTÍVEIS","02012010 - QUARTOS DIANTEIROS,DE BOVINO,N/DESOSSAD. FRESCOS/REFRIG.",KG,Quilograma
02012020,02012020,"CARNES E MIUDEZAS, COMESTÍVEIS","02012020 - QUARTOS TRASEIROS,DE BOVINO,N/DESOSSADOS, FRESCOS/REFRIG",KG,Quilograma
02012090,02012090,"CARNES E MIUDEZAS, COMESTÍVEIS","02012090 - OUTS.CARNES DE BOVINO,NAO DESOSSADAS, FRESCAS OU REFRIG.",KG,Quilograma
02013000,02013000,"CARNES E MIUDEZAS, COMESTÍVEIS","02013000 - CARNES DE BOVINO,DESOSSADAS,FRESCAS OU REFRIGERADAS",KG,Quilograma
02021000,02021000,"CARNES E MIUDEZAS, COMESTÍVEIS","02021000 - CARCACAS E MEIAS-CARCACAS,DE BOVINO, CONGELADAS",KG,Quilograma
02022010,02022010,"CARNES E MIUDEZAS, COMESTÍVEIS","02022010 - QUARTOS DIANTEIROS,DE BOVINO,NAO DESOSSADOS, CONGELADOS",KG,Quilograma
02022020,02022020,"CARNES E MIUDEZAS, COMESTÍVEIS","02022020 - QUARTOS TRASEIROS,DE BOVINO,NAO DESOSSADOS, CONGELADOS",KG,Quilograma
02022090,02022090,"CARNES E MIUDEZAS, COMESTÍVEIS","02022090 - OUTRAS CARNES DE BOVINO,NAO DESOSSADAS, CONGELADAS",KG,Quilograma
02023000,02023000,"CARNES E MIUDEZAS, COMESTÍVEIS","02023000 - CARNES DE BOVINO,DESOSSADAS,CONGELADAS",KG,Quilograma
02031100,02031100,"CARNES E MIUDEZAS, COMESTÍVEIS","02031100 - CARCACAS E MEIAS-CARCACAS,DE SUINO,FRESCAS OU REFRIGER.",KG,Quilograma
02031200,02031200,"CARNES E MIUDEZAS, COMESTÍVEIS","02031200 - PERNAS,PAS,ETC.DE SUINO,N/DESOSSADOS,FRESCOS OU REFRIG.",KG,Quilograma
02031900,02031900,"CARNES E MIUDEZAS, COMESTÍVEIS","02031900 - OUTRAS CARNES,DE SUINO,FRESCAS OU REFRIGERADAS",KG,Quilograma
02032100,02032100,"CARNES E MIUDEZAS, COMESTÍVEIS","02032100 - CARCACAS E MEIAS-CARCACAS,DE SUINO, CONGELADAS",KG,Quilograma
02032200,02032200,"CARNES E MIUDEZAS, COMESTÍVEIS","02032200 - PERNAS,PAS E PEDACOS,DE SUINOS,N/DESOSSADOS, CONGELADOS",KG,Quilograma
02032900,02032900,"CARNES E MIUDEZAS, COMESTÍVEIS","02032900 - OUTRAS CARNES,DE SUINO,CONGELADAS",KG,Quilograma
02041000,02041000,"CARNES E MIUDEZAS, COMESTÍVEIS","02041000 - CARCACAS E MEIAS-CARCACAS,DE CORDEIRO, FRESCAS OU REFRIG",KG,Quilograma
02042100,02042100,"CARNES E MIUDEZAS, COMESTÍVEIS","02042100 - CARCACAS E MEIAS-CARCACAS,DE OVINO,FRESCAS OU REFRIGER.",KG,Quilograma
02042200,02042200,"CARNES E MIUDEZAS, COMESTÍVEIS","02042200 - OUTRAS CARNES,DE OVINO,NAO DESOSSADAS, ]FRESCAS OU REFRIG",KG,Quilograma
02042300,02042300,"CARNES E MIUDEZAS, COMESTÍVEIS","02042300 - CARNES DE OVINO,DESOSSADAS,FRESCAS OU REFRIGERADAS",KG,Quilograma
02043000,02043000,"CARNES E MIUDEZAS, COMESTÍVEIS","02043000 - CARCACAS E MEIAS-CARCACAS,DE CORDEIRO, CONGELADAS",KG,Quilograma
02044100,02044100,"CARNES E MIUDEZAS, COMESTÍVEIS","02044100 - CARCACAS E MEIAS-CARCACAS,DE OVINO, CONGELADAS",KG,Quilograma
02044200,02044200,"CARNES E MIUDEZAS, COMESTÍVEIS","02044200 - OUTRAS CARNES DE OVINO,NAO DESOSSADAS, CONGELADAS",KG,Quilograma
02044300,02044300,"CARNES E MIUDEZAS, COMESTÍVEIS","02044300 - CARNES DE OVINO,DESOSSADAS,CONGELADAS",KG,Quilograma
02045000,02045000,"CARNES E MIUDEZAS, COMESTÍVEIS","02045000 - CARNES DE CAPRINO,FRESCAS,REFRIGERADAS OU CONGELADAS",KG,Quilograma
02050000,02050000,"CARNES E MIUDEZAS, COMESTÍVEIS","02050000 - CARNES DE CAVALO,ASININO E MUAR,FRESCAS, REFRIG.OU CONG.",KG,Quilograma
02061000,02061000,"CARNES E MIUDEZAS, COMESTÍVEIS","02061000 - MIUDEZAS COMESTIVEIS,DE BOVINO,FRESCAS OU REFRIGERADAS",KG,Quilograma
02062100,02062100,"CARNES E MIUDEZAS, COMESTÍVEIS","02062100 - LINGUAS DE BOVINO,CONGELADAS",KG,Quilograma
02062200,02062200,"CARNES E MIUDEZAS, COMESTÍVEIS","02062200 - FIGADOS DE BOVINO,CONGELADOS",KG,Quilograma
02062910,02062910,"CARNES E MIUDEZAS, COMESTÍVEIS","02062910 - RABOS DE BOVINO,CONGELADOS",KG,Quilograma
02062990,02062990,"CARNES E MIUDEZAS, COMESTÍVEIS","02062990 - OUTRAS MIUDEZAS COMESTIVEIS,DE BOVINO, CONGELADAS",KG,Quilograma
02063000,02063000,"CARNES E MIUDEZAS, COMESTÍVEIS","02063000 - MIUDEZAS COMESTIVEIS,DE SUINO,FRESCAS OU REFRIGERADAS",KG,Quilograma
02064100,02064100,"CARNES E MIUDEZAS, COMESTÍVEIS","02064100 - FIGADOS DE SUINO,CONGELADOS",KG,Quilograma
02064900,02064900,"CARNES E MIUDEZAS, COMESTÍVEIS","02064900 - OUTRAS MIUDEZAS,COMESTIVEIS,DE SUINO, CONGELADAS",KG,Quilograma
02068000,02068000,"CARNES E MIUDEZAS, COMESTÍVEIS","02068000 - MIUDEZAS COMESTIVEIS,DE OVINO,ETC. FRESCAS/REFRIGERADAS",KG,Quilograma
02069000,02069000,"CARNES E MIUDEZAS, COMESTÍVEIS","02069000 - MIUDEZAS COMESTIVEIS,DE OVINO,CAPRINO, ETC.CONGELADAS",KG,Quilograma
02071100,02071100,"CARNES E MIUDEZAS, COMESTÍVEIS","02071100 - CARNES DE GALOS/GALINHAS,N/CORT.PEDACOS, FRESCAS/REFRIG.",KG,Quilograma
02071200,02071200,"CARNES E MIUDEZAS, COMESTÍVEIS","02071200 - CARNES DE GALOS/GALINHAS,N/CORTADAS EM PEDACOS,CONGEL.",KG,Quilograma
02071300,02071300,"CARNES E MIUDEZAS, COMESTÍVEIS","02071300 - PEDACOS E MIUDEZAS,DE GALOS/GALINHAS, FRESCOS/REFRIGER.",KG,Quilograma
02071400,02071400,"CARNES E MIUDEZAS, COMESTÍVEIS","02071400 - PEDACOS E MIUDEZAS,COMEST.DE GALOS/GALINHAS, CONGELADOS",KG,Quilograma
02072400,02072400,"CARNES E MIUDEZAS, COMESTÍVEIS","02072400 - CARNES DE PERUAS/PERUS,N/CORT.PEDACOS, FRESCAS/REFRIGER.",KG,Quilograma
02072500,02072500,"CARNES E MIUDEZAS, COMESTÍVEIS","02072500 - CARNES DE PERUAS/PERUS,N/CORTADAS EM PEDACOS,CONGELADAS",KG,Quilograma
02072600,02072600,"CARNES E MIUDEZAS, COMESTÍVEIS","02072600 - CARNES DE PERUAS/PERUS,EM PEDACOS,MIUDEZ. FRESCOS/REFRIG",KG,Quilograma
02072700,02072700,"CARNES E MIUDEZAS, COMESTÍVEIS","02072700 - CARNES DE PERUAS/PERUS,EM PEDACOS E MIUDEZAS,CONGELADAS",KG,Quilograma
02074100,02074100,"CARNES E MIUDEZAS, COMESTÍVEIS","02074100 - CARNES DE PATOS, N/CORT.EM PEDACOS, FRESCAS/REFRIGER.",KG,Quilograma
02074200,02074200,"CARNES E MIUDEZAS, COMESTÍVEIS","02074200 - CARNES DE PATOS,GANSOS,ETC.N/CORT.EM PEDACOS,CONGELADAS",KG,Quilograma
02074300,02074300,"CARNES E MIUDEZAS, COMESTÍVEIS","02074300 - FIGADOS GORDOS,DE PATOS (FOIE GRAS), FRESCOS/REFRIG.",KG,Quilograma
02074400,02074400,"CARNES E MIUDEZAS, COMESTÍVEIS","02074400 - OUTS.CARNES/MIUDEZAS,DE PATOS,FRESCAS, REFRIG",KG,Quilograma
02074500,02074500,"CARNES E MIUDEZAS, COMESTÍVEIS","02074500 - OUTS.CARNES,MIUDEZAS,DE PATOS, CONGELADAS",KG,Quilograma
02075100,02075100,"CARNES E MIUDEZAS, COMESTÍVEIS","02075100 - CARNES DE GANSOS N/CORT.EM PEDACOS, FRESCAS/REFRIGER.",KG,Quilograma
02075200,02075200,"CARNES E MIUDEZAS, COMESTÍVEIS","02075200 - CARNES DE  GANSOS N/CORT.EM PEDACOS,CONGELADAS",KG,Quilograma
02075300,02075300,"CARNES E MIUDEZAS, COMESTÍVEIS","02075300 - FIGADOS GORDOS,DE GANSOS (FOIE GRAS), FRESCOS/ REFRIG.",KG,Quilograma
02075400,02075400,"CARNES E MIUDEZAS, COMESTÍVEIS","02075400 - OUTS.CARNES/MIUDEZAS,DE GANSOS, FRESCAS, REFRIG",KG,Quilograma
02075500,02075500,"CARNES E MIUDEZAS, COMESTÍVEIS","02075500 - OUTS.CARNES,MIUDEZAS,DE GANSOS, CONGELADAS",KG,Quilograma
02076000,02076000,"CARNES E MIUDEZAS, COMESTÍVEIS","02076000 - CARNES E MIUDEZAS COMESTÍVEIS DE GALINHAS DANGOLA (PINTADAS), FRESCAS/REFRIGER/ CONGELADAS",KG,Quilograma
02081000,02081000,"CARNES E MIUDEZAS, COMESTÍVEIS","02081000 - CARNES/MIUDEZAS,DE COELHOS/LEBRES,FRESCAS/ REFRIG/CONGEL",KG,Quilograma
02083000,02083000,"CARNES E MIUDEZAS, COMESTÍVEIS","02083000 - CARNES E MIUDEZAS,DE PRIMATAS,FRESCOS/ REFRIG/CONGEL",KG,Quilograma
02084000,02084000,"CARNES E MIUDEZAS, COMESTÍVEIS","02084000 - CARNES E MIUDEZAS,DE BALEIAS,GOLFINHOS E BOTOS, PEIXES-BOI E DIGONGOS, OTÁRIAS E FOCAS, LEÕES-MARINHOS E MORSAS ,FRESCOS/ REFRIG/ CONGEL",KG,Quilograma
02085000,02085000,"CARNES E MIUDEZAS, COMESTÍVEIS","02085000 - CARNES E MIUDEZAS,DE RÉPTEIS(INCLUIDAS AS SERPENTES E AS TARTARUGAS MARINHAS), FRESCOS/ REFRIG/CONGEL",KG,Quilograma
02086000,02086000,"CARNES E MIUDEZAS, COMESTÍVEIS","02086000 - CARNES E MIUDEZAS,DE CAMELOS E OUTROS CAMELÍDEOS, FRESCOS/ REFRIG/CONGEL",KG,Quilograma
02089000,02089000,"CARNES E MIUDEZAS, COMESTÍVEIS","02089000 - CARNES E MIUDEZAS,DE OUTS.ANIMAIS,FRESCOS/ REFRIG/CONGEL",KG,Quilograma
02091011,02091011,"CARNES E MIUDEZAS, COMESTÍVEIS","02091011 - TOUCINHO DE PORCO SEM PARTES MAGRAS, FRESCO/ REFRIGERADO/ CONGELADO",KG,Quilograma
02091019,02091019,"CARNES E MIUDEZAS, COMESTÍVEIS","02091019 - TOUCINHO SEM PARTES MAGRAS,SALGADO/ SALMOURA/ SECO/DEFUM.",KG,Quilograma
02091021,02091021,"CARNES E MIUDEZAS, COMESTÍVEIS","02091021 - GORDURA DE PORCO,FRESCA,REFRIGERADA OU CONGELADA",KG,Quilograma
02091029,02091029,"CARNES E MIUDEZAS, COMESTÍVEIS","02091029 - GORDURA DE PORCO,N/FUNDIDA,SALGADA,EM SALMOURA,SECA,ETC",KG,Quilograma
02099000,02099000,"CARNES E MIUDEZAS, COMESTÍVEIS","02099000 - GORDURA DE AVES,N/FUNDIDA,FRESCA, REFRIGERADA,CONGEL.ETC",KG,Quilograma
02101100,02101100,"CARNES E MIUDEZAS, COMESTÍVEIS","02101100 - PERNAS/PAS/PEDACOS,DE SUINO,N/DESOSSADOS, SALGADOS,ETC.",KG,Quilograma
02101200,02101200,"CARNES E MIUDEZAS, COMESTÍVEIS","02101200 - BARRIGAS E PEITOS,ENTREMEADOS,DE SUINO,SALGADOS,ETC.",KG,Quilograma
02101900,02101900,"CARNES E MIUDEZAS, COMESTÍVEIS","02101900 - OUTS.CARNES DE SUINO,SALGADAS OU EM SALMOURA,SECAS,ETC.",KG,Quilograma
02102000,02102000,"CARNES E MIUDEZAS, COMESTÍVEIS","02102000 - CARNES DE BOVINOS,SALGADAS/EM SALMOURA/ SECAS/DEFUMADAS",KG,Quilograma
02109100,02109100,"CARNES E MIUDEZAS, COMESTÍVEIS","02109100 - CARNES E MIUDEZAS,DE PRIMATAS,SALGADOS,ETC.",KG,Quilograma
02109100,02109100,"CARNES E MIUDEZAS, COMESTÍVEIS","02109100 - MIUDEZAS, FARINHAS E PÓS DESSAS MIUDEZAS DE PRIMATAS",,
02109200,02109200,"CARNES E MIUDEZAS, COMESTÍVEIS","02109200 - CARNES E MIUDEZAS,DE BALEIAS,GOLFINHOS E BOTOS, PEIXES-BOI E DIGONGOS, OTÁRIAS E FOCAS, LEÕES-MARINHOS E MORSAS,SALGADOS,ETC.",,
02109200,02109200,"CARNES E MIUDEZAS, COMESTÍVEIS","02109200 - MIUDEZAS, FARINHAS E PÓS DESSAS MIUDEZAS DE BALEIAS, GOLFINHOS E BOTOS  MAMÍFEROS DA ORDEM DOS CETÁCEOS , DE PEIXES-BOI  MANATINS  E DUGONGOS  MAMÍFEROS DA ORDEM DOS SIRÊNIOS , DE OTÁRIAS E FOCAS, LEÕES-MARINHOS E MORSAS  MAMÍFEROS DA SUBORDEM DOS PINÍPEDES ",,
02109300,02109300,"CARNES E MIUDEZAS, COMESTÍVEIS","02109300 - CARNES E MIUDEZAS,DE RÉPTEIS(INCLUIDAS AS SERPENTES E AS TARTARUGAS MARINHAS), SALGADOS,ETC.",,
02109300,02109300,"CARNES E MIUDEZAS, COMESTÍVEIS","02109300 - MIUDEZAS, FARINHAS E PÓS DESSAS MIUDEZAS DE RÉPTEIS  INCLUINDO AS SERPENTES E AS TARTARUGAS MARINHAS ",,
02109911,02109911,"CARNES E MIUDEZAS, COMESTÍVEIS",02109911 - DE GALOS E DE GALINHAS,,
02109919,02109919,"CARNES E MIUDEZAS, COMESTÍVEIS",02109919 - OUTRAS,,
02109920,02109920,"CARNES E MIUDEZAS, COMESTÍVEIS",02109920 - CARNES DA ESPÉCIE OVINA,,
02109930,02109930,"CARNES E MIUDEZAS, COMESTÍVEIS",02109930 - CARNES DA ESPÉCIE CAVALAR,,
02109940,02109940,"CARNES E MIUDEZAS, COMESTÍVEIS",02109940 - MIUDEZAS COMESTÍVEIS,,
02109990,02109990,"CARNES E MIUDEZAS, COMESTÍVEIS",02109990 - OUTRAS,,
02109990,02109990,"CARNES E MIUDEZAS, COMESTÍVEIS",02109990 - FARINHAS E PÓS DAS MIUDEZAS DO CÓDIGO 0210.99.40,,
03011110,03011110,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS",03011110 - ARUANÃ (PEIXE ORNAMENTAL),,
03011190,03011190,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS","03011190 - OUTROS PEIXES ORNAMENTAIS, VIVOS,  DE ÁGUA DOCE",,
03011900,03011900,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS",03011900 - OUTROS PEIXES ORNAMENTAIS VIVOS,,
03019110,03019110,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS","03019110 - TRUTAS (SALMO TRUTTA E ONCORHYNCHUS),PARA REPRODUCAO",,
03019190,03019190,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS","03019190 - OUTROS TRUTAS (SALMO TRUTTA E ONCORHYNCHUS),VIVAS",,
03019210,03019210,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS",03019210 - ENGUIAS (ANGUILLA SPP.) PARA REPRODUCAO,,
03019290,03019290,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS",03019290 - OUTROS ENGUIAS (ANGUILLA SPP.) VIVAS,,
03019310,03019310,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS",03019310 - CARPAS PARA REPRODUCAO,,
03019390,03019390,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS",03019390 - OUTROS CARPAS VIVAS,,
03019410,03019410,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS","03019410 - ATUNS-AZUIS (THUNNUS THYNNUS, THUNNUS ORIENTALIS) PARA REPRODUÇÃO",,
03019490,03019490,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS","03019490 - OUTROS ATUNS-AZUIS (THUNNUS THYNNUS, THUNNUS ORIENTALIS)",,
03019510,03019510,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS",03019510 - ATUNS-DO-SUL (THUNNUS MACCOYII) PARA REPRODUÇÃO,,
03019590,03019590,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS",03019590 - OUTROS  ATUNS-DO-SUL (THUNNUS MACCOYII),,
03019911,03019911,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS","03019911 - TILAPIAS,PEIXES PARA REPRODUCAO",,
03019912,03019912,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS","03019912 - ESTURJÕES,PEIXES PARA REPRODUCAO",,
03019919,03019919,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS",03019919 - OUTROS PEIXES VIVOS PARA REPRODUÇÃO,,
03019991,03019991,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS","03019991 - TILAPIAS,PEIXES VIVOS",,
03019992,03019992,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS","03019992 - ESTURJÕES,PEIXES VIVOS",,
03019999,03019999,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS",03019999 - OUTROS PEIXES VIVOS,,
03021100,03021100,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS","03021100 - TRUTAS FRESCAS,REFRIG.EXC.FILES,OUTS. CARNES, FIGADOS,ETC",,
03021300,03021300,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS","03021300 - SALMOES-DO-PACIFICO, FRESCOS,REFRIG. EXC.FILES,ETC.",,
03021400,03021400,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS","03021400 - SALMOES-DO-ATLANTICO, FRESCOS,REFRIG. EXC.FILES,ETC.",,
03021900,03021900,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS","03021900 - OUTROS SALMONIDEOS FRESCOS,REFRIG.EXC. FILES,ETC.",,
03022100,03022100,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS","03022100 - LINGUADOS-GIGANTES,FRESCOS,REFRIG.EXC. FILES,ETC.",,
03022200,03022200,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS","03022200 - SOLHAS OU PATRUCAS,FRESCAS,REFRIG.EXC. FILES,ETC.",,
03022300,03022300,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS","03022300 - LINGUADOS FRESCOS,REFRIG.EXC.FILES,OUTS. CARNES,ETC.",,
03022400,03022400,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS","03022400 - PREGADO (PSETTA MAXIMA),FRESCOS,REFRIG.EXC. FILES,ETC.",,
03022900,03022900,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS","03022900 - OUTROS PEIXES CHATOS,FRESCOS,REFRIG.EXC. FILES,ETC.",,
03023100,03023100,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS","03023100 - ATUNS-BRANCOS OU GERMOES,FRESCOS/REFRIGER. EXC.FILES,ETC",,
03023200,03023200,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS","03023200 - ALBACORAS/ATUNS BARBAT.AMARELA,FRESCAS/ REFRIG. EXC.FILES",,
03023300,03023300,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS","03023300 - BONITOS-LISTRADOS,ETC.FRESCOS,REFRIG.EXC. FILES,ETC.",,
03023400,03023400,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS",03023400 - ALBACORAS-BANDOLIM (PATUTOS) THUNNUS THINNUS,,
03023500,03023500,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS",03023500 - ATUNS AZUIS (THUNNUS THINNUS (),,
03023600,03023600,"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS",03023600 - ATUNS DO SUL THUNNUS MACCOYII,,
